id,question,bcss_answer,source,
10000,What international benefits are included in the Contoso Business Unlimited plans?,"All wireless plans for phones include unlimited calling from the U.S. to Mexico and Canada and unlimited text from the U.S. to over 120 countries. You can also talk, text, and use data in Mexico and Canada with no roaming charges. Pay-per-use rates apply to calls from the U.S. to other countries. Contoso Business Unlimited EliteSM also includes Roam Latin AmericaSM for Business. Get unlimited talk, text & data with no roaming charges in 19 Latin American countries found at att.com/latamcountries",Unlimited Your Way for Business - BCSS.html,
50075,What is the AutoPay and Paperless Billing (AP/PB) Discount?,"Customers are eligible to receive a $10/mo. discount per phone line (smartphone or basic phone) when they set up AutoPay and Paperless Billing. Excludes all other device types. ACH, Debit, and Credit Card can be used to set up AutoPay.",Unlimited Your Way for Business - BCSS.html,
50073,What plans are available under Unlimited Your Way?,"Business Unlimited Starter, Business Unlimited Performance, and Business Unlimited Elite plans are available under Unlimited Your Way.",Unlimited Your Way for Business - BCSS.html,
40003,Why does every customer in my group pay more when a phone  leaves the group and less when a phone is added?,"As the number of phone devices increases up to 5 or 6 devices, depending on the plan, the price per phone line decreases.  Conversely, when phone devices leave the group and the group falls to 5 or less phones, the price per phone line increases.",Unlimited Your Way for Business - BCSS.html,
10326,Can I use the mute button while working on a resolution?,"When you need to place a customer on hold, remain on the line working in silence or utilize the mute button. Only use the mute button if experiencing excessive background noise. Working in silence and use of the mute button includes, but is not limited to, researching the account/issue, accessing myCSP, or completing a transaction.
Note: Do not use the term Silent Hold with the customer. This may give the customer a negative perception of being placed on hold (or multiple holds) while we research and/or complete their request.

The only time to place a customer on an actual hold is when needing to speak to another person/department, transfers, or test calls (e.g., resolution specialist, team manager, or another department).

The following must occur while working in silence or utilizing the mute button:

Basic Expectations: Provide the customer a basic expectation when working in silence or using the mute button:
Since you are not using the hold button, you do not need to set an exact time frame for the wait.
However, provide an approximation and check back in with the customer every two minutes to ensure a positive customer experience.
Advise the Customer: The customer is advised you will be working on their request silently:
Use mute when experiencing excessive noise in your direct area (e.g., tailgate or meeting).
Advise Availability: Advise that you are available if they have any questions:
Avoid the opportunity for the customer to wonder what is going on during the call and have to ask are you still there or hello.
Always keep the customer informed on what you are working on to complete their request.
Acknowledgment from the Customer: The customer has acknowledged they are fine with waiting on the line:
Suggested verbiage: I would like to take some time to research this for you. Is it OK if I work silently/place you on mute while I do this? The customer has the opportunity to say yes or no. Thanks, you will hear silence, but I am here if you need anything.
Acknowledge Appreciation: Once your research or transaction is complete, acknowledge your appreciation for the customer's wait. You do not need to do this if you have a simple question to ask them to aid you in your research or completion of the transaction.
When Not To Use Silence/Mute

Do not work in silence or use the mute button to complete work from a previous call or non-customer related/non-business-related tasks.
Periods of unexplained silences should not exceed 30 seconds.",Voice Queue Policy - BME.html,
20042,What is the MRC for voluntary suspend for Business accounts?,"•	Vacation Suspend Business / Reduced Rate Suspend (VACB):
o	MRC of $10 per line
o	Suspend up to 180 days",Voluntary Suspend and Restore - BCSS.html,
10084,What is the MRC for voluntary suspend for Government accounts?,"•	Vacation Suspend Government (VACG):
o	MRC of $0.01 per line
o	VACG must be active in FaST
o	Suspend up to 999 days
o	Government only",Voluntary Suspend and Restore - BCSS.html,
50052,What should be done if a customer with Device Protection wants to suspend their service?,Remove the feature and it can be added back with an override when service is restored.,Voluntary Suspend and Restore - BCSS.html,
50050,Who is eligible for voluntary suspends?,CRU (FAN/Non-FAN) First Responder Business/Agency/CRU customers only are eligible for voluntary suspends. Service must be active for at least 31 days and account balance must be current. Billing address must also be current.,Voluntary Suspend and Restore - BCSS.html,
10310,How to setup Wi-Fi calling?,"Wi-Fi Calling Setup:
Customers set up Wi-Fi Calling directly from their device.
Toggle Wi-Fi Calling to On.
The steps to do this may differ based on OS; see Wi-Fi Calling Hub.
Acknowledge important information.
Assign an E911 address (location where the customer will most likely be using Wi-Fi service).
E911 address can be updated at any time from the device. Follow the same path used to turn on or off Wi-Fi Calling to access the E911 address.
Receive confirmation of service being provisioned.
The WIFICALL SOC automatically is added to the customer's line during the setup process.
Wi-Fi Calling is provisioned to the network via the SOC.
Once set up and turned on, calls continue to connect to the cellular network.
This does not mean the customer's calls are automatically routed over Wi-Fi.
Dual SIM devices: Wi-Fi calling is set up on a per line basis.",Wi-Fi Calling - BCSS.html,
